[2016-07-28 09:34:22,860][INFO ][node                     ] [Yellowjacket] version[5.0.0-alpha3-SNAPSHOT], pid[10152], build[Unknown/Unknown], OS[Windows 10/10.0/amd64], JVM[Oracle Corporation/Java HotSpot(TM) 64-Bit Server VM/1.8.0_91/25.91-b15]
	at org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:37)
	... 3 more
[2016-07-28 13:53:59,109][DEBUG][action.search            ] [Arizona Annie] failed to reduce search
Failed to execute phase [fetch], [reduce] 
	at org.elasticsearch.action.search.SearchQueryThenFetchAsyncAction$2.onFailure(SearchQueryThenFetchAsyncAction.java:156)
	at org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.onFailure(ThreadContext.java:438)
	at org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:39)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.ArrayIndexOutOfBoundsException: 20
	at org.elasticsearch.search.controller.SearchPhaseController.merge(SearchPhaseController.java:664)
	at org.elasticsearch.action.search.SearchQueryThenFetchAsyncAction$2.doRun(SearchQueryThenFetchAsyncAction.java:132)
	at org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.doRun(ThreadContext.java:452)
	at org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:37)
	... 3 more
[2016-07-28 13:53:59,110][WARN ][rest.suppressed          ] path: /products/_search, params: {scroll=1m, index=products}
Failed to execute phase [fetch], [reduce] 
	at org.elasticsearch.action.search.SearchQueryThenFetchAsyncAction$2.onFailure(SearchQueryThenFetchAsyncAction.java:156)
	at org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.onFailure(ThreadContext.java:438)
	at org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:39)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.ArrayIndexOutOfBoundsException: 20
	at org.elasticsearch.search.controller.SearchPhaseController.merge(SearchPhaseController.java:664)
	at org.elasticsearch.action.search.SearchQueryThenFetchAsyncAction$2.doRun(SearchQueryThenFetchAsyncAction.java:132)
	at org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.doRun(ThreadContext.java:452)
	at org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:37)
	... 3 more
[2016-07-28 13:53:59,111][WARN ][rest.suppressed          ] path: /products/_search, params: {scroll=1m, index=products}
Failed to execute phase [fetch], [reduce] 
	at org.elasticsearch.action.search.SearchQueryThenFetchAsyncAction$2.onFailure(SearchQueryThenFetchAsyncAction.java:156)
	at org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.onFailure(ThreadContext.java:438)
	at org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:39)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.ArrayIndexOutOfBoundsException: 20
	at org.elasticsearch.search.controller.SearchPhaseController.merge(SearchPhaseController.java:664)
	at org.elasticsearch.action.search.SearchQueryThenFetchAsyncAction$2.doRun(SearchQueryThenFetchAsyncAction.java:132)
	at org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.doRun(ThreadContext.java:452)
	at org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:37)
	... 3 more
[2016-07-28 14:01:18,418][INFO ][node                     ] [Conquer Lord] version[5.0.0-alpha3-SNAPSHOT], pid[10196], build[Unknown/Unknown], OS[Windows 10/10.0/amd64], JVM[Oracle Corporation/Java HotSpot(TM) 64-Bit Server VM/1.8.0_91/25.91-b15]
[2016-07-28 14:01:18,419][INFO ][node                     ] [Conquer Lord] initializing ...
[2016-07-28 14:01:18,425][INFO ][plugins                  ] [Conquer Lord] modules [], plugins []
[2016-07-28 14:01:18,454][INFO ][env                      ] [Conquer Lord] using [1] data paths, mounts [[OS (C:)]], net usable_space [76.9gb], net total_space [226.2gb], spins? [unknown], types [NTFS]
[2016-07-28 14:01:18,454][INFO ][env                      ] [Conquer Lord] heap size [3.9gb], compressed ordinary object pointers [true]
[2016-07-28 14:01:20,945][INFO ][node                     ] [Conquer Lord] initialized
[2016-07-28 14:01:20,945][INFO ][node                     ] [Conquer Lord] starting ...
[2016-07-28 14:01:21,102][INFO ][transport                ] [Conquer Lord] publish_address {127.0.0.1:9300}, bound_addresses {127.0.0.1:9300}, {[::1]:9300}
[2016-07-28 14:01:21,106][WARN ][bootstrap                ] [Conquer Lord] please set [discovery.zen.minimum_master_nodes] to a majority of the number of master eligible nodes in your cluster
[2016-07-28 14:01:25,198][INFO ][cluster.service          ] [Conquer Lord] new_master {Conquer Lord}{yMcxODkHQlWY9q4EJGK06g}{127.0.0.1}{127.0.0.1:9300}, reason: zen-disco-join(elected_as_master, [0] joins received)
[2016-07-28 14:01:25,286][INFO ][http                     ] [Conquer Lord] publish_address {127.0.0.1:9200}, bound_addresses {127.0.0.1:9200}, {[::1]:9200}
[2016-07-28 14:01:25,286][INFO ][node                     ] [Conquer Lord] started
[2016-07-28 14:01:25,467][WARN ][gateway                  ] [Conquer Lord] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:01:25,467][INFO ][gateway                  ] [Conquer Lord] recovered [1] indices into cluster_state
[2016-07-28 14:01:25,636][WARN ][gateway                  ] [Conquer Lord] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:01:25,892][WARN ][gateway                  ] [Conquer Lord] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:01:25,932][INFO ][cluster.routing.allocation] [Conquer Lord] Cluster health status changed from [RED] to [YELLOW] (reason: [shards started [[products][1]] ...]).
[2016-07-28 14:01:25,935][WARN ][gateway                  ] [Conquer Lord] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:20:37,026][INFO ][node                     ] [Vague] version[5.0.0-alpha3-SNAPSHOT], pid[12516], build[Unknown/Unknown], OS[Windows 10/10.0/amd64], JVM[Oracle Corporation/Java HotSpot(TM) 64-Bit Server VM/1.8.0_91/25.91-b15]
[2016-07-28 14:20:37,027][INFO ][node                     ] [Vague] initializing ...
[2016-07-28 14:20:37,035][INFO ][plugins                  ] [Vague] modules [], plugins []
[2016-07-28 14:20:37,072][INFO ][env                      ] [Vague] using [1] data paths, mounts [[OS (C:)]], net usable_space [76.9gb], net total_space [226.2gb], spins? [unknown], types [NTFS]
[2016-07-28 14:20:37,072][INFO ][env                      ] [Vague] heap size [3.9gb], compressed ordinary object pointers [true]
[2016-07-28 14:20:39,576][INFO ][node                     ] [Vague] initialized
[2016-07-28 14:20:39,576][INFO ][node                     ] [Vague] starting ...
[2016-07-28 14:20:39,743][INFO ][transport                ] [Vague] publish_address {127.0.0.1:9300}, bound_addresses {127.0.0.1:9300}, {[::1]:9300}
[2016-07-28 14:20:39,747][WARN ][bootstrap                ] [Vague] please set [discovery.zen.minimum_master_nodes] to a majority of the number of master eligible nodes in your cluster
[2016-07-28 14:20:43,847][INFO ][cluster.service          ] [Vague] new_master {Vague}{YVDHohVHRwmwhgdQPo7lCw}{127.0.0.1}{127.0.0.1:9300}, reason: zen-disco-join(elected_as_master, [0] joins received)
[2016-07-28 14:20:43,923][INFO ][http                     ] [Vague] publish_address {127.0.0.1:9200}, bound_addresses {127.0.0.1:9200}, {[::1]:9200}
[2016-07-28 14:20:43,923][INFO ][node                     ] [Vague] started
[2016-07-28 14:20:44,111][WARN ][gateway                  ] [Vague] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:20:44,112][INFO ][gateway                  ] [Vague] recovered [1] indices into cluster_state
[2016-07-28 14:20:44,272][WARN ][gateway                  ] [Vague] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:20:44,533][WARN ][gateway                  ] [Vague] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:20:44,571][INFO ][cluster.routing.allocation] [Vague] Cluster health status changed from [RED] to [YELLOW] (reason: [shards started [[products][3]] ...]).
[2016-07-28 14:20:44,573][WARN ][gateway                  ] [Vague] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:25:42,495][INFO ][node                     ] [Fang] version[5.0.0-alpha3-SNAPSHOT], pid[4112], build[Unknown/Unknown], OS[Windows 10/10.0/amd64], JVM[Oracle Corporation/Java HotSpot(TM) 64-Bit Server VM/1.8.0_91/25.91-b15]
[2016-07-28 14:25:42,495][INFO ][node                     ] [Fang] initializing ...
[2016-07-28 14:25:42,503][INFO ][plugins                  ] [Fang] modules [], plugins []
[2016-07-28 14:25:42,534][INFO ][env                      ] [Fang] using [1] data paths, mounts [[OS (C:)]], net usable_space [76.9gb], net total_space [226.2gb], spins? [unknown], types [NTFS]
[2016-07-28 14:25:42,534][INFO ][env                      ] [Fang] heap size [3.9gb], compressed ordinary object pointers [true]
[2016-07-28 14:25:45,061][INFO ][node                     ] [Fang] initialized
[2016-07-28 14:25:45,061][INFO ][node                     ] [Fang] starting ...
[2016-07-28 14:25:45,225][INFO ][transport                ] [Fang] publish_address {127.0.0.1:9300}, bound_addresses {127.0.0.1:9300}, {[::1]:9300}
[2016-07-28 14:25:45,230][WARN ][bootstrap                ] [Fang] please set [discovery.zen.minimum_master_nodes] to a majority of the number of master eligible nodes in your cluster
[2016-07-28 14:25:49,317][INFO ][cluster.service          ] [Fang] new_master {Fang}{HE59fScxQHeDvUEUZ-jSJw}{127.0.0.1}{127.0.0.1:9300}, reason: zen-disco-join(elected_as_master, [0] joins received)
[2016-07-28 14:25:49,395][INFO ][http                     ] [Fang] publish_address {127.0.0.1:9200}, bound_addresses {127.0.0.1:9200}, {[::1]:9200}
[2016-07-28 14:25:49,395][INFO ][node                     ] [Fang] started
[2016-07-28 14:25:49,582][WARN ][gateway                  ] [Fang] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:25:49,582][INFO ][gateway                  ] [Fang] recovered [1] indices into cluster_state
[2016-07-28 14:25:49,741][WARN ][gateway                  ] [Fang] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:25:50,009][WARN ][gateway                  ] [Fang] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 14:25:50,068][INFO ][cluster.routing.allocation] [Fang] Cluster health status changed from [RED] to [YELLOW] (reason: [shards started [[products][0]] ...]).
[2016-07-28 14:25:50,071][WARN ][gateway                  ] [Fang] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 15:10:36,654][INFO ][node                     ] [Shroud] version[5.0.0-alpha3-SNAPSHOT], pid[2972], build[Unknown/Unknown], OS[Windows 10/10.0/amd64], JVM[Oracle Corporation/Java HotSpot(TM) 64-Bit Server VM/1.8.0_91/25.91-b15]
[2016-07-28 15:10:36,654][INFO ][node                     ] [Shroud] initializing ...
[2016-07-28 15:10:36,662][INFO ][plugins                  ] [Shroud] modules [], plugins []
[2016-07-28 15:10:36,699][INFO ][env                      ] [Shroud] using [1] data paths, mounts [[OS (C:)]], net usable_space [77.2gb], net total_space [226.2gb], spins? [unknown], types [NTFS]
[2016-07-28 15:10:36,699][INFO ][env                      ] [Shroud] heap size [3.9gb], compressed ordinary object pointers [true]
[2016-07-28 15:10:39,332][INFO ][node                     ] [Shroud] initialized
[2016-07-28 15:10:39,332][INFO ][node                     ] [Shroud] starting ...
[2016-07-28 15:10:39,495][INFO ][transport                ] [Shroud] publish_address {127.0.0.1:9301}, bound_addresses {127.0.0.1:9301}, {[::1]:9301}
[2016-07-28 15:10:39,503][WARN ][bootstrap                ] [Shroud] please set [discovery.zen.minimum_master_nodes] to a majority of the number of master eligible nodes in your cluster
[2016-07-28 15:10:43,578][INFO ][cluster.service          ] [Shroud] new_master {Shroud}{ozzAVZ_4RJKoP1jbNu_UfA}{127.0.0.1}{127.0.0.1:9301}, reason: zen-disco-join(elected_as_master, [0] joins received)
[2016-07-28 15:10:43,669][INFO ][http                     ] [Shroud] publish_address {127.0.0.1:9201}, bound_addresses {127.0.0.1:9201}, {[::1]:9201}
[2016-07-28 15:10:43,669][INFO ][node                     ] [Shroud] started
[2016-07-28 15:10:43,842][WARN ][gateway                  ] [Shroud] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 15:10:43,842][INFO ][gateway                  ] [Shroud] recovered [1] indices into cluster_state
[2016-07-28 15:10:43,986][WARN ][gateway                  ] [Shroud] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 15:10:44,217][WARN ][gateway                  ] [Shroud] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 15:10:44,251][INFO ][cluster.routing.allocation] [Shroud] Cluster health status changed from [RED] to [YELLOW] (reason: [shards started [[products][1]] ...]).
[2016-07-28 15:10:44,254][WARN ][gateway                  ] [Shroud] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 15:46:36,067][INFO ][node                     ] [Greer Grant Nelson] version[5.0.0-alpha3-SNAPSHOT], pid[6868], build[Unknown/Unknown], OS[Windows 10/10.0/amd64], JVM[Oracle Corporation/Java HotSpot(TM) 64-Bit Server VM/1.8.0_91/25.91-b15]
[2016-07-28 15:46:36,067][INFO ][node                     ] [Greer Grant Nelson] initializing ...
[2016-07-28 15:46:36,087][INFO ][plugins                  ] [Greer Grant Nelson] modules [], plugins []
[2016-07-28 15:46:36,137][INFO ][env                      ] [Greer Grant Nelson] using [1] data paths, mounts [[OS (C:)]], net usable_space [76.3gb], net total_space [226.2gb], spins? [unknown], types [NTFS]
[2016-07-28 15:46:36,137][INFO ][env                      ] [Greer Grant Nelson] heap size [3.9gb], compressed ordinary object pointers [true]
[2016-07-28 15:46:46,248][INFO ][node                     ] [Greer Grant Nelson] initialized
[2016-07-28 15:46:46,248][INFO ][node                     ] [Greer Grant Nelson] starting ...
[2016-07-28 15:46:46,530][INFO ][transport                ] [Greer Grant Nelson] publish_address {127.0.0.1:9300}, bound_addresses {127.0.0.1:9300}, {[::1]:9300}
[2016-07-28 15:46:46,559][WARN ][bootstrap                ] [Greer Grant Nelson] please set [discovery.zen.minimum_master_nodes] to a majority of the number of master eligible nodes in your cluster
[2016-07-28 15:46:50,827][INFO ][cluster.service          ] [Greer Grant Nelson] new_master {Greer Grant Nelson}{ybBznBXAQ4Ws8_O1yaBVcg}{127.0.0.1}{127.0.0.1:9300}, reason: zen-disco-join(elected_as_master, [0] joins received)
[2016-07-28 15:46:50,916][INFO ][http                     ] [Greer Grant Nelson] publish_address {127.0.0.1:9200}, bound_addresses {127.0.0.1:9200}, {[::1]:9200}
[2016-07-28 15:46:50,916][INFO ][node                     ] [Greer Grant Nelson] started
[2016-07-28 15:46:51,623][WARN ][gateway                  ] [Greer Grant Nelson] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 15:46:51,624][INFO ][gateway                  ] [Greer Grant Nelson] recovered [1] indices into cluster_state
[2016-07-28 15:46:51,933][WARN ][gateway                  ] [Greer Grant Nelson] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 15:46:52,422][WARN ][gateway                  ] [Greer Grant Nelson] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
[2016-07-28 15:46:52,554][INFO ][cluster.routing.allocation] [Greer Grant Nelson] Cluster health status changed from [RED] to [YELLOW] (reason: [shards started [[products][0]] ...]).
[2016-07-28 15:46:52,556][WARN ][gateway                  ] [Greer Grant Nelson] [[products/xQepTdIXT8OjWCXFOQPOmw]] can not be imported as a dangling index, as index with same name already exists in cluster metadata
